CustomerID,TotalTransactions,TotalItems,UniqueItems,TotalQuantity,AverageQuantity,TotalSpend,AverageSpend,FirstPurchase,LastPurchase,Country,CustomerActivityDays
12468.0,2,38,36,366.0,9.631578947368421,36.0,18.0,2011-01-27 13:29:00,2011-06-05 11:36:00,GERMANY,128
12471.0,30,459,153,8200.0,17.864923747276688,834.0,39.714285714285715,2010-12-10 09:35:00,2011-12-07 15:43:00,GERMANY,362
12472.0,7,339,221,4148.0,12.23598820058997,126.0,18.0,2010-12-05 14:19:00,2011-11-07 14:01:00,GERMANY,336
12473.0,5,167,140,2414.0,14.455089820359282,54.0,18.0,2011-06-01 10:15:00,2011-11-10 13:46:00,GERMANY,162
12474.0,18,422,254,4833.0,11.45260663507109,288.0,18.0,2011-01-14 10:06:00,2011-11-22 14:39:00,GERMANY,312
12475.0,1,36,36,535.0,14.86111111111111,18.0,18.0,2011-10-17 10:10:00,2011-10-17 10:10:00,GERMANY,0
12476.0,11,233,178,2408.0,10.334763948497853,162.0,18.0,2010-12-13 14:39:00,2011-11-24 12:40:00,GERMANY,345
12477.0,6,300,193,3653.0,12.176666666666666,0.0,18.0,2011-02-11 12:45:00,2011-11-17 09:51:00,GERMANY,278
12478.0,1,36,36,236.0,6.555555555555555,45.0,45.0,2011-12-06 09:56:00,2011-12-06 09:56:00,GREECE,0
12479.0,1,31,31,385.0,12.419354838709678,18.0,18.0,2011-11-28 13:26:00,2011-11-28 13:26:00,GERMANY,0
12480.0,4,154,129,1707.0,11.084415584415584,72.0,18.0,2011-01-07 15:27:00,2011-11-11 14:52:00,GERMANY,307
12481.0,10,216,152,3294.0,15.25,144.0,18.0,2010-12-09 10:13:00,2011-11-17 08:29:00,GERMANY,342
12483.0,8,75,46,1110.0,14.8,236.0,33.714285714285715,2011-01-04 14:20:00,2011-11-22 17:02:00,SWEDEN,322
12484.0,6,343,257,2187.0,6.376093294460642,112.0,28.0,2011-01-07 14:04:00,2011-11-07 11:37:00,SPAIN,303
12488.0,3,55,46,529.0,9.618181818181819,18.0,18.0,2011-09-25 10:34:00,2011-11-30 08:50:00,FRANCE,65
12489.0,1,15,15,105.0,7.0,18.0,18.0,2011-01-07 13:13:00,2011-01-07 13:13:00,FRANCE,0
12490.0,10,245,132,3064.0,12.506122448979593,180.0,18.0,2011-01-14 09:13:00,2011-12-04 16:07:00,FRANCE,324
12491.0,1,26,25,260.0,10.0,18.0,18.0,2011-11-01 12:18:00,2011-11-01 12:18:00,FRANCE,0
12492.0,2,20,19,192.0,9.6,36.0,18.0,2011-08-26 14:51:00,2011-10-07 15:15:00,GERMANY,42
12493.0,2,22,20,207.0,9.409090909090908,36.0,18.0,2011-05-26 14:53:00,2011-06-27 10:17:00,FRANCE,31
12494.0,7,77,65,707.0,9.181818181818182,108.0,18.0,2010-12-09 11:31:00,2011-11-24 09:34:00,FRANCE,349
12497.0,1,14,14,1236.0,88.28571428571429,18.0,18.0,2011-09-19 12:29:00,2011-09-19 12:29:00,GERMANY,0
12498.0,3,23,21,159.0,6.913043478260869,36.0,18.0,2011-10-13 09:30:00,2011-11-18 12:53:00,GERMANY,36
12500.0,11,61,35,2678.0,43.90163934426229,165.0,16.5,2011-01-10 09:48:00,2011-11-16 16:20:00,GERMANY,310
12501.0,1,149,149,1783.0,11.966442953020135,18.0,18.0,2011-01-07 12:28:00,2011-01-07 12:28:00,GERMANY,0
12502.0,5,147,102,820.0,5.578231292517007,140.0,28.0,2011-02-03 10:41:00,2011-09-05 11:52:00,SPAIN,214
12504.0,2,9,6,90.0,10.0,18.0,18.0,2011-11-09 14:56:00,2011-11-21 16:02:00,GERMANY,12
12506.0,1,23,23,23.0,1.0,0.0,18.0,2011-04-21 08:54:00,2011-04-21 08:54:00,FRANCE,0
12507.0,3,22,19,905.0,41.13636363636363,56.0,18.666666666666668,2011-02-14 09:24:00,2011-07-28 17:09:00,SPAIN,164
12508.0,2,68,57,271.0,3.985294117647059,0.0,18.0,2011-11-10 16:27:00,2011-11-13 15:37:00,FRANCE,2
12509.0,1,7,7,55.0,7.857142857142857,18.0,18.0,2011-02-28 14:45:00,2011-02-28 14:45:00,FRANCE,0
12510.0,2,33,29,353.0,10.696969696969697,56.0,28.0,2011-01-18 14:04:00,2011-07-20 10:15:00,SPAIN,182
12512.0,2,31,31,96.0,3.096774193548387,0.0,18.0,2011-10-04 14:53:00,2011-10-04 14:55:00,ISRAEL,0
12513.0,1,35,35,462.0,13.2,18.0,18.0,2011-08-19 10:51:00,2011-08-19 10:51:00,FRANCE,0
12514.0,1,51,51,440.0,8.627450980392156,0.0,18.0,2011-03-17 16:38:00,2011-03-17 16:38:00,ITALY,0
12515.0,1,16,16,131.0,8.1875,35.0,35.0,2010-12-21 15:43:00,2010-12-21 15:43:00,ITALY,0
12516.0,2,26,20,875.0,33.65384615384615,36.0,18.0,2011-06-12 11:37:00,2011-09-23 09:13:00,GERMANY,102
12517.0,5,279,233,1361.0,4.878136200716846,54.0,18.0,2011-06-02 15:13:00,2011-11-11 14:04:00,GERMANY,161
12518.0,5,124,84,1318.0,10.629032258064516,90.0,18.0,2011-08-21 13:18:00,2011-12-09 10:13:00,GERMANY,109
12519.0,1,17,17,175.0,10.294117647058824,18.0,18.0,2011-10-07 09:26:00,2011-10-07 09:26:00,GERMANY,0
12520.0,5,152,121,1439.0,9.467105263157896,90.0,18.0,2011-03-11 11:35:00,2011-09-21 15:23:00,GERMANY,194
12521.0,1,38,38,309.0,8.131578947368421,18.0,18.0,2011-07-20 10:51:00,2011-07-20 10:51:00,GERMANY,0
12522.0,2,12,11,194.0,16.166666666666668,36.0,18.0,2011-10-19 14:41:00,2011-10-31 15:30:00,GERMANY,12
12523.0,11,106,85,865.0,8.160377358490566,97.0,19.4,2011-01-12 09:43:00,2011-11-20 12:55:00,FRANCE,312
12524.0,8,144,114,3699.0,25.6875,144.0,18.0,2011-01-10 10:35:00,2011-11-30 15:31:00,GERMANY,324
12526.0,3,71,64,632.0,8.901408450704226,54.0,18.0,2011-09-06 14:19:00,2011-12-09 12:09:00,GERMANY,93
12527.0,3,18,18,234.0,13.0,18.0,18.0,2011-01-18 12:05:00,2011-09-19 11:55:00,GERMANY,243
12528.0,6,92,51,756.0,8.217391304347826,108.0,18.0,2011-01-31 09:05:00,2011-11-30 14:40:00,GERMANY,303
12530.0,4,66,51,913.0,13.833333333333334,72.0,18.0,2011-01-07 10:04:00,2011-10-11 12:34:00,GERMANY,277
12531.0,1,17,17,45.0,2.6470588235294117,0.0,18.0,2011-11-25 11:12:00,2011-11-25 11:12:00,GERMANY,0
12532.0,1,16,16,153.0,9.5625,18.0,18.0,2011-11-09 13:47:00,2011-11-09 13:47:00,FRANCE,0
12534.0,1,63,63,651.0,10.333333333333334,18.0,18.0,2011-08-01 10:26:00,2011-08-01 10:26:00,GERMANY,0
12535.0,2,34,28,219.0,6.4411764705882355,0.0,18.0,2011-06-06 12:47:00,2011-09-09 08:48:00,FRANCE,94
12536.0,3,261,260,2803.0,10.739463601532567,0.0,18.0,2011-10-11 14:52:00,2011-10-27 14:20:00,FRANCE,15
12538.0,1,21,21,191.0,9.095238095238095,0.0,18.0,2011-11-10 17:16:00,2011-11-10 17:16:00,SPAIN,0
12539.0,4,273,157,2067.0,7.571428571428571,0.0,18.0,2011-01-10 09:11:00,2011-11-17 13:30:00,SPAIN,311
12540.0,17,478,277,6685.0,13.985355648535565,476.0,28.0,2010-12-13 09:39:00,2011-11-20 11:31:00,SPAIN,342
12541.0,3,52,47,680.0,13.076923076923077,84.0,28.0,2011-03-04 09:32:00,2011-11-10 10:40:00,SPAIN,251
12544.0,1,19,19,136.0,7.157894736842105,28.0,28.0,2011-11-03 16:15:00,2011-11-03 16:15:00,SPAIN,0
12545.0,2,50,42,523.0,10.46,56.0,28.0,2011-03-25 12:04:00,2011-09-25 13:39:00,SPAIN,184
12546.0,2,69,59,633.0,9.173913043478262,56.0,28.0,2011-09-23 09:44:00,2011-10-24 12:09:00,SPAIN,31
12547.0,2,8,7,134.0,16.75,56.0,28.0,2011-03-04 12:46:00,2011-05-26 12:38:00,SPAIN,82
12548.0,1,5,5,49.0,9.8,28.0,28.0,2011-06-26 15:35:00,2011-06-26 15:35:00,SPAIN,0
12550.0,1,57,57,569.0,9.982456140350877,28.0,28.0,2011-09-21 14:35:00,2011-09-21 14:35:00,SPAIN,0
12551.0,1,10,10,100.0,10.0,0.0,18.0,2010-12-17 11:23:00,2010-12-17 11:23:00,SPAIN,0
12552.0,2,20,20,88.0,4.4,40.0,40.0,2011-10-31 12:11:00,2011-11-01 10:02:00,ITALY,0
12553.0,10,191,97,1965.0,10.287958115183246,162.0,18.0,2011-01-14 10:42:00,2011-12-01 16:38:00,FRANCE,321
12556.0,2,119,101,355.0,2.9831932773109244,0.0,18.0,2011-07-11 13:35:00,2011-10-20 13:06:00,SPAIN,100
12557.0,5,33,20,4384.0,132.84848484848484,0.0,18.0,2010-12-03 12:20:00,2011-11-23 16:59:00,SPAIN,355
12558.0,1,11,11,196.0,17.818181818181817,0.0,18.0,2011-12-02 10:41:00,2011-12-02 10:41:00,USA,0
12559.0,2,21,21,283.0,13.476190476190476,18.0,18.0,2011-01-24 10:12:00,2011-02-02 09:49:00,GERMANY,8
12560.0,3,105,91,1110.0,10.571428571428571,36.0,18.0,2011-07-19 15:55:00,2011-12-04 13:54:00,GERMANY,137
12561.0,1,16,16,177.0,11.0625,0.0,18.0,2011-02-10 11:39:00,2011-02-10 11:39:00,GERMANY,0
12562.0,7,168,100,1779.0,10.589285714285714,126.0,18.0,2011-05-25 12:44:00,2011-12-01 17:20:00,FRANCE,190
12564.0,1,21,21,133.0,6.333333333333333,18.0,18.0,2011-03-23 14:55:00,2011-03-23 14:55:00,FRANCE,0
12565.0,1,9,9,80.0,8.88888888888889,0.0,18.0,2011-02-24 10:34:00,2011-02-24 10:34:00,SAUDI ARABIA,0
12566.0,1,19,19,265.0,13.947368421052632,18.0,18.0,2011-09-14 14:30:00,2011-09-14 14:30:00,GERMANY,0
12567.0,10,446,323,4305.0,9.652466367713005,144.0,18.0,2010-12-05 11:57:00,2011-11-17 11:02:00,FRANCE,346
12569.0,32,188,92,1801.0,9.579787234042554,558.0,18.0,2011-04-01 13:47:00,2011-12-07 16:24:00,GERMANY,250
12571.0,2,34,31,523.0,15.382352941176471,0.0,18.0,2011-08-10 12:35:00,2011-10-31 10:19:00,FRANCE,81
12572.0,2,60,53,452.0,7.533333333333333,36.0,18.0,2011-10-19 08:20:00,2011-12-01 09:20:00,GERMANY,43
12573.0,1,28,26,84.0,3.0,0.0,18.0,2011-04-26 15:52:00,2011-04-26 15:52:00,FRANCE,0
12574.0,1,11,11,61.0,5.545454545454546,18.0,18.0,2011-01-28 09:20:00,2011-01-28 09:20:00,FRANCE,0
12576.0,5,88,71,967.0,10.988636363636363,0.0,18.0,2011-02-08 11:31:00,2011-11-04 10:11:00,POLAND,268
12577.0,3,146,137,469.0,3.212328767123288,0.0,18.0,2010-12-15 16:21:00,2011-11-04 13:24:00,FRANCE,323
12578.0,2,114,111,1196.0,10.491228070175438,56.0,28.0,2011-01-13 15:34:00,2011-11-18 13:30:00,ITALY,308
12579.0,1,29,29,285.0,9.827586206896552,18.0,18.0,2011-09-22 17:15:00,2011-09-22 17:15:00,FRANCE,0
12580.0,1,24,24,238.0,9.916666666666666,18.0,18.0,2011-04-07 10:24:00,2011-04-07 10:24:00,GERMANY,0
12581.0,1,15,15,161.0,10.733333333333333,18.0,18.0,2011-10-31 08:56:00,2011-10-31 08:56:00,GERMANY,0
12583.0,15,247,117,5060.0,20.48582995951417,270.0,18.0,2010-12-01 08:45:00,2011-12-07 08:07:00,FRANCE,370
12584.0,9,96,45,416.0,4.333333333333333,28.0,28.0,2011-03-04 15:15:00,2011-12-06 09:35:00,ITALY,276
12585.0,2,87,77,1279.0,14.701149425287356,36.0,18.0,2010-12-23 12:58:00,2011-04-19 13:39:00,GERMANY,117
12586.0,1,11,11,79.0,7.181818181818182,0.0,18.0,2011-11-22 16:24:00,2011-11-22 16:24:00,ITALY,0
12589.0,2,35,29,306.0,8.742857142857142,36.0,18.0,2011-07-18 12:05:00,2011-11-11 10:19:00,FRANCE,115
12590.0,2,68,68,4283.0,62.98529411764706,523.0,523.0,2011-05-12 14:46:00,2011-05-12 14:52:00,GERMANY,0
12591.0,1,26,26,228.0,8.76923076923077,28.0,28.0,2011-01-26 14:35:00,2011-01-26 14:35:00,ITALY,0
12592.0,2,18,11,290.0,16.11111111111111,36.0,18.0,2011-05-10 13:44:00,2011-09-08 15:04:00,GERMANY,121
12593.0,3,21,14,206.0,9.80952380952381,18.0,18.0,2011-05-05 09:29:00,2011-08-23 12:43:00,FRANCE,110
12594.0,10,118,51,1777.0,15.059322033898304,102.0,25.5,2011-01-21 09:52:00,2011-11-02 12:20:00,ITALY,285
12596.0,2,27,25,474.0,17.555555555555557,56.0,28.0,2011-04-11 13:22:00,2011-10-19 13:02:00,SPAIN,190
12597.0,4,206,185,2236.0,10.854368932038835,112.0,28.0,2011-03-16 14:00:00,2011-11-20 13:33:00,SPAIN,248
12598.0,8,132,84,1964.0,14.878787878787879,90.0,18.0,2011-02-28 11:58:00,2011-11-30 12:18:00,FRANCE,275
12599.0,7,62,32,956.0,15.419354838709678,126.0,18.0,2011-02-08 13:28:00,2011-11-10 13:34:00,FRANCE,275
12600.0,10,64,32,774.0,12.09375,180.0,18.0,2010-12-03 12:57:00,2011-11-11 10:29:00,GERMANY,342
12601.0,5,28,21,245.0,8.75,90.0,18.0,2011-01-11 10:38:00,2011-06-03 10:17:00,GERMANY,142
12602.0,1,12,12,162.0,13.5,0.0,18.0,2011-10-12 11:22:00,2011-10-12 11:22:00,FRANCE,0
12603.0,1,3,3,64.0,21.333333333333332,18.0,9.0,2011-11-18 10:42:00,2011-11-18 10:42:00,GERMANY,0
12604.0,2,16,15,201.0,12.5625,18.0,18.0,2011-03-23 12:06:00,2011-09-21 14:08:00,FRANCE,182
12607.0,1,101,101,1228.0,12.158415841584159,0.0,18.0,2011-10-10 16:06:00,2011-10-10 16:06:00,USA,0
12609.0,3,60,57,648.0,10.8,54.0,18.0,2011-01-25 15:13:00,2011-09-22 16:34:00,GERMANY,240
12610.0,5,106,85,1049.0,9.89622641509434,148.0,37.0,2011-08-05 13:52:00,2011-11-17 09:34:00,ITALY,103
12611.0,1,65,65,846.0,13.015384615384615,0.0,18.0,2011-10-18 13:12:00,2011-10-18 13:12:00,ITALY,0
12612.0,1,19,19,262.0,13.789473684210526,22.0,4.4,2011-09-26 15:35:00,2011-09-26 15:35:00,GERMANY,0
12613.0,5,153,124,1644.0,10.745098039215685,72.0,18.0,2011-03-22 15:42:00,2011-10-13 14:59:00,GERMANY,204
12614.0,1,20,20,76.0,3.8,0.0,18.0,2011-03-07 10:22:00,2011-03-07 10:22:00,GERMANY,0
12615.0,4,105,82,1376.0,13.104761904761904,72.0,18.0,2011-06-24 13:35:00,2011-12-07 15:02:00,FRANCE,166
12616.0,2,32,25,284.0,8.875,36.0,18.0,2011-02-15 14:17:00,2011-09-05 15:17:00,FRANCE,202
12617.0,1,41,39,210.0,5.121951219512195,0.0,18.0,2011-11-10 14:39:00,2011-11-10 14:39:00,FRANCE,0
12618.0,1,11,11,96.0,8.727272727272727,40.0,40.0,2011-11-18 11:10:00,2011-11-18 11:10:00,ITALY,0
12619.0,9,90,50,3378.0,37.53333333333333,126.0,18.0,2011-03-31 13:10:00,2011-11-23 14:52:00,GERMANY,237
12620.0,3,92,89,1181.0,12.83695652173913,21.0,5.25,2011-05-19 12:10:00,2011-11-25 10:20:00,FRANCE,189
12621.0,20,467,265,7440.0,15.931477516059957,324.0,18.0,2010-12-09 10:16:00,2011-12-08 11:25:00,GERMANY,364
12622.0,1,11,11,69.0,6.2727272727272725,18.0,18.0,2011-04-21 16:39:00,2011-04-21 16:39:00,GERMANY,0
12623.0,1,18,18,191.0,10.61111111111111,18.0,18.0,2011-03-08 13:50:00,2011-03-08 13:50:00,GERMANY,0
12624.0,2,38,36,355.0,9.342105263157896,36.0,18.0,2011-06-15 12:34:00,2011-08-25 15:04:00,FRANCE,71
12625.0,2,86,74,1612.0,18.74418604651163,36.0,18.0,2011-01-24 13:27:00,2011-05-12 09:54:00,GERMANY,107
12626.0,9,294,233,3453.0,11.744897959183673,162.0,18.0,2011-01-17 11:01:00,2011-11-16 16:06:00,GERMANY,303
